PatientID,Model,QuestionType,Verdict
41,Anonymized_gpt-3.5-turbo,CQ,True
41,Anonymized_gpt-3.5-turbo,CQ,True
41,Anonymized_gpt-4o,CQ,True
41,Anonymized_gpt-4o,CQ,False
41,Anonymized_gpt-3.5-turbo,CQ,False
41,Anonymized_gpt-3.5-turbo,CQ,False
41,Anonymized_gpt-3.5-turbo,CQ,False
41,Anonymized_gpt-3.5-turbo,PQ,True
41,Anonymized_gpt-4o,CQ,True
41,Anonymized_gpt-4o,CQ,True
41,Anonymized_gpt-4o,PQ,True
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_NER,PQ,True
41,Anonymized_NER,CQ,True
41,Anonymized_gpt-3.5-turbo,PQ,False
41,Anonymized_gpt-3.5-turbo,CQ,True
41,Anonymized_gpt-4o,CQ,False
41,Anonymized_gpt-4o,CQ,False
41,Anonymized_NER,CQ,False
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_gpt-4o,PQ,True
41,Anonymized_gpt-4o,CQ,False
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_NER,CQ,True
41,Anonymized_NER,CQ,True
41,Anonymized_NER,PQ,True
41,Anonymized_NER,CQ,True
41,Anonymized_NER,PQ,False
41,Anonymized_NER,CQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_gpt-4o,CQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_NER,PQ,False
41,Anonymized_NER,CQ,False
41,Anonymized_gpt-4o,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_gpt-3.5-turbo,CQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_NER,PQ,False
41,Anonymized_NER,CQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_NER,PQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_DeepSeek-V4-Pro,CQ,False
41,Anonymized_gpt-4o,CQ,True
41,Anonymized_NER,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_DeepSeek-V4-Pro,PQ,True
41,Anonymized_NER,PQ,True
41,Anonymized_NER,CQ,False
41,Anonymized_DeepSeek-V4-Pro,PQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
41,Anonymized_NER,PQ,False
41,Anonymized_NER,CQ,True
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_DeepSeek-V4-Pro,CQ,True
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
41,Anonymized_Llama-4-Maverick_fewshot,CQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,True
41,Anonymized_Llama-4-Maverick_synthetic,CQ,True
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,True
41,Anonymized_DeepSeek-V4-Pro,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,True
41,Anonymized_Llama-4-Maverick_synthetic,PQ,True
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_NER,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,True
41,Anonymized_Llama-4-Maverick_fewshot,CQ,True
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,True
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,True
41,Anonymized_gpt-3.5-turbo,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,True
41,Anonymized_Llama-4-Maverick_synthetic,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
41,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,False
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_fewshot,CQ,False
46,Anonymized_gpt-3.5-turbo,CQ,True
41,Anonymized_Llama-4-Maverick_synthetic,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,PQ,True
41,Anonymized_Llama-4-Maverick_fewshot,PQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,False
41,Anonymized_Llama-4-Maverick_synthetic,CQ,True
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-3.5-turbo,CQ,True
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_gpt-3.5-turbo,CQ,True
46,Anonymized_NER,CQ,True
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,CQ,True
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,CQ,True
46,Anonymized_NER,PQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_gpt-4o,CQ,True
46,Anonymized_NER,CQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_gpt-3.5-turbo,CQ,False
46,Anonymized_NER,CQ,True
46,Anonymized_NER,PQ,True
41,Anonymized_gpt-3.5-turbo,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,True
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,True
46,Anonymized_DeepSeek-V4-Pro,PQ,True
46,Anonymized_gpt-4o,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_NER,CQ,True
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_NER,CQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_gpt-4o,PQ,True
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_NER,PQ,False
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_gpt-4o,CQ,False
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
46,Anonymized_DeepSeek-V4-Pro,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
46,Anonymized_NER,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
46,Anonymized_Llama-4-Maverick_fewshot,CQ,False
46,Anonymized_Llama-4-Maverick_fewshot,CQ,True
46,Anonymized_Llama-4-Maverick_fewshot,CQ,False
46,Anonymized_DeepSeek-V4-Pro,CQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
46,Anonymized_Llama-4-Maverick_fewshot,PQ,False
46,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
